,repo_gits,repo_cntrb_counts
4461,qianyuzqy/TransVOD_Lite,1
4560,slevang/xarray-regrid,1
4558,xarray-contrib/xeofs,1
4557,buptzyb/buptzyb.github.io,1
4556,buptzyb/TransformerEngine,1
1,SciPhi-AI/R2R,1
4554,buptzyb/tensorflow,1
4553,jithunnair-amd/pytorch,1
4552,microsoft/Megatron-DeepSpeed,1
4551,jithunnair-amd/test-infra,1
4550,LLNL/hatchet,1
4549,amdfaa/pytorch,1
4548,jithunnair-amd/aotriton,1
4547,jithunnair-amd/builder,1
4546,koryphaee/SvelteBug,1
4545,sveltejs/kit,1
4544,piperun/torrent-clipper,1
4543,extesy/hoverzoom,1
4542,koryphaee/Extensions.Fluxor,1
4541,koryphaee/Flip,1
4540,microsoft/garnet,1
4539,libfuse/sshfs,1
4538,Jacob-Stevens-Haas/ARA-Plumes,1
4537,alan-turing-institute/python-project-template,1
4536,Jacob-Stevens-Haas/kalman,1
4535,pyro-ppl/numpyro,1
4534,Jacob-Stevens-Haas/gen-experiments,1
4533,Jacob-Stevens-Haas/Kalman-SINDy-Paper,1
4532,getpelican/pelican,1
4531,Jacob-Stevens-Haas/Jacob-Stevens-Haas.github.io,1
4530,Jacob-Stevens-Haas/mitosis,1
4559,EXCITED-CO2/xarray-regrid,1
4561,slevang/xeofs,1
4528,andgoldschmidt/derivative,1
4562,wizzniu/pytorch,1
4591,ww-rm/crontabs,1
4590,andrecastrosousa/AndreCastroSousa,1
4589,jaquealt/jaquealt,1
4588,Utkarsh-Singhal-26/Utkarsh-Singhal-26,1
4587,BakerBryan/BakerBryan,1
4586,EPNero/EPNero,1
4585,2nmqwf003/Auto-Green,1
4584,WardKent/gfsgf,1
4583,ReHoss/singularity-hydrogym,1
4582,Hannah-Sten/TeXiFy-IDEA,1
4581,patrick-kidger/jaxtyping,1
4580,dfki-ric-underactuated-lab/double_pendulum,1
4579,smlbansal/deepreach,1
4578,pylint-dev/pylint,1
4577,RobertCraigie/pyright-python,1
4576,YanisZatout/TrioIJK_data_handler,1
4575,martius-lab/iCEM,1
4574,Instagram/MonkeyType,1
4573,ReHoss/lbmpc_semimarkov,1
4572,s-bl/ALLogger,1
4571,rtqichen/torchdiffeq,1
4570,zhuqunxi/NDDE,1
4569,Zulko/ddeint,1
4568,ReHoss/iCEM,1
4567,google-ai-edge/mediapipe-samples,1
4566,Linchenn/ai-edge-torch,1
4565,wizzniu/pr-test,1
4564,cosdt/torch_npu,1
4563,Ascend/pytorch,1
4529,Jacob-Stevens-Haas/derivative,1
4527,MalachiteWind/ARA-Plumes-Experiments,1
4462,SJTU-LuHe/TransVOD,1
4493,IDEA-Research/Grounded-SAM-2,1
4491,developer0hye/PyTorch-Deformable-Convolution-v2,1
4490,wookiekim/CorrespondentDream,1
4489,verlab/accelerated_features,1
4488,Kroery/DiffMOT,1
4487,youhs4554/disjrnet-pytorch,1
4486,taoyang1122/adapt-image-models,1
4485,HMUNACHI/cuda-repo,1
4484,IDEA-Research/MotionLLM,1
4483,developer0hye/Yolo_Label,1
4482,ouyanghaodong/DEYOv1.5,1
4481,developer0hye/onepose,1
4480,developer0hye/Depth-Anything-V2,1
4479,SkalskiP/top-cvpr-2024-papers,1
4478,mkocabas/VIBE,1
4477,fabio-sim/Depth-Anything-ONNX,1
4476,feichtenhofer/PSI,1
4475,NVlabs/VILA,1
4474,developer0hye/rotten-korean-romanizer,1
4473,MCG-NJU/VideoMAE,1
4472,lxq1000/SwinFace,1
4471,lxq1000/Faceptor,1
4470,Atten4Vis/LW-DETR,1
4469,naver/mast3r,1
4468,irhum/R2Plus1D-PyTorch,1
4467,Doriandarko/claude-engineer,1
4466,cruxopen/openISP,1
4465,developer0hye/developer0hye.github.io,1
4464,dongseop-kim/simple-trainer,1
4463,yjh0410/YOWOv2,1
4492,tianrun-chen/SAM-Adapter-PyTorch,1
4494,godweiyang/NN-CUDA-Example,1
4526,dynamicslab/pysindy,1
4495,Scalsol/mega.pytorch,1
4525,Jacob-Stevens-Haas/numpy,1
4524,bixia1/llvm-projectForRotation,1
4523,bixia1/xla,1
4521,mikaylagawarecki/torchtune,1
4520,VladimirFokow/pytorch,1
4519,mikaylagawarecki/pytorch,1
4518,refraction-ray/tensorcircuit-dev,1
4517,sail-sg/d4ft,1
4516,Jutho/TensorKit.jl,1
4515,algolab-quantique/pauliarray,1
4514,pnkraemer/matfree,1
4513,PIQuIL/RydbergGPT,1
4512,HannahLange/HybridTransformer,1
4511,refraction-ray/refraction-ray.github.io,1
4510,jcmgray/symmray,1
4509,txhaug/stabilizer_entropy,1
4508,tempoCollaboration/OQuPy,1
4507,refraction-ray/xalpha,1
4506,numericalEFT/FeynmanDiagram.jl,1
4505,JeremiahPetersen/RepoToText,1
4504,jimmc414/1filellm,1
4503,dlwh/jax_sourceror,1
4502,refraction-ray/arxiv-analysis,1
4501,tencent-quantum-lab/tensorcircuit,1
4500,refraction-ray/justfigs-debug,1
4499,adobe/antialiased-cnns,1
4498,ZjjConan/SimAM,1
4497,uncbiag/Awesome-Foundation-Models,1
4496,elisemercury/Duplicate-Image-Finder,1
3756,tech-shrimp/docker_image_pusher,1
3755,luohao123/ml-containers,1
3754,lucasjinreal/docker_image_pusher,1
2985,Zhengyu-Huang/InverseProblems.jl,1
3003,pydata/sparse,1
3002,mtsokol/ruff,1
3001,mtsokol/numpy,1
2998,liangan1/ao,1
2997,onfido/onfido-android-sdk,1
2996,Diogo-V/ao,1
2995,jcaip/int8-cusparselt,1
2994,UsingtcNower/ao,1
2993,luca-medeiros/lightning-sam,1
2992,jcaip/lightning-sam,1
2991,rohan-varma/rohan-blog,1
2988,rohan-varma/torchtune,1
2987,mpa139/allanlab,1
2986,pswpswpsw/pswpswpsw,1
2984,mlwong/HAMeRS,1
3040,rstudio/ai-blog,1
2983,do-mpc/do-mpc,1
2982,pswpswpsw/pswpswpsw.github.io,1
2981,pswpswpsw/nif,1
2980,pswpswpsw/multiple-attractor-koopman,1
2979,pswpswpsw/bib-file,1
2978,xw285cornell/kineto,1
2977,xw285cornell/xformers,1
2976,ROCm/xformers,1
2975,xw285cornell/torchrec,1
2974,xw285cornell/triton,1
2973,xw285cornell/amdsmi,1
2972,ROCm/amdsmi,1
2971,xw285cornell/FBGEMM,1
2970,wkharold/PySR,1
3004,mtsokol/array-api-tests,1
3005,mtsokol/llvm-project,1
3006,willow-ahrens/finch-tensor,1
3007,willow-ahrens/Finch.jl,1
3038,r-lib/rlang,1
3037,pyinvoke/invoke,1
3036,t-kalinowski/cheatsheets,1
3035,EmilHvitfeldt/quarto-revealjs-highlightword,1
3034,rstudio/keras,1
3033,RConsortium/S7,1
3032,simonpcouch/mutagen,1
3031,dtolnay-contrib/bytesize,1
3030,hyunsik/bytesize,1
3028,r-lib/usethis,1
3027,rstudio/tensorflow,1
3026,cj-holmes/scanline,1
3025,rstudio/rstudio,1
3024,nathaneastwood/catalog,1
3023,hrbrmstr/swiftr,1
3022,rstudio/keras3,1
3021,LaurentMazare/tboard-rs,1
3020,rstudio/reticulate,1
3019,t-kalinowski/Rapp,1
3018,xuhancn/pytorch_builder,1
3017,intel/mlir-extensions,1
3016,microsoft/generative-ai-for-beginners,1
3014,mtsokol/array-api-compat,1
3013,BCG-X-Official/pytools,1
3012,benfogle/crossenv,1
3011,mtsokol/scipy,1
3010,mtsokol/openblas_buildsys_snips,1
3009,mtsokol/OpenBLAS,1
3008,BCG-X-Official/facet,1
2969,omron-sinicx/srsd-benchmark,1
2968,JuliaGraphs/Graphs.jl,1
2967,JuliaParallel/MPIClusterManagers.jl,1
2934,MilesCranmer/DispatchDoctor.jl,1
2932,MilesCranmer/rip2,1
2931,SymbolicML/DynamicQuantities.jl,1
2930,FluxML/MacroTools.jl,1
2929,aviatesk/JET.jl,1
2928,JuliaServices/ConcurrentUtilities.jl,1
2927,FluxML/Zygote.jl,1
2926,MilesCranmer/AirspeedVelocity.jl,1
2925,MilesCranmer/SymbolicRegression.jl,1
2924,rafaqz/Interfaces.jl,1
2923,ericphanson/ExplicitImports.jl,1
2922,MilesCranmer/PySR,1
2921,SymbolicML/DynamicExpressions.jl,1
2920,EnzymeAD/Enzyme.jl,1
2919,LCAS/ros2_topic_monitor,1
2918,GPrathap/summer-school-2024,1
2917,GPrathap/control_box_rst,1
2916,LCAS/hunter_robot,1
2915,LCAS/trimble_gnss_driver_ros2,1
2914,GPrathap/edtm_layer,1
2913,Prabuddhi-05/human_detection,1
2912,cra-ros-pkg/robot_localization,1
2911,LCAS/livox_ros_driver2,1
2910,amieo-ra/mqtt_ros2,1
2909,LCAS/topological_navigation,1
2908,LCAS/ros2_zed_multi_camera,1
2907,bdaiinstitute/spatialmath-python,1
2906,GPrathap/topological_navigation,1
2905,LCAS/zed-ros2-wrapper,1
2904,GPrathap/autonomous_mobile_robots,1
2933,MilesCranmer/Interfaces.jl,1
2935,MilesCranmer/julia,1
2966,domluna/JuliaFormatter.jl,1
2936,caleb-allen/VimBindings.jl,1
2965,VishalJ99/symbolic_distillation,1
2964,JuliaLang/JuliaSyntax.jl,1
2963,Cambridge-ICCS/Summer-School-Julia-Tutorial,1
2962,JuliaPy/pyjuliapkg,1
2961,carapace-sh/carapace-bin,1
2960,DavHau/nix-portable,1
2959,MasonProtter/Bumper.jl,1
2958,nmheim/DynamicExpressions.jl,1
2957,BioTurboNick/AbbreviatedStackTraces.jl,1
2956,JuliaLang/Pkg.jl,1
2955,dtamayo/spock,1
2954,MilesCranmer/PythonCall.jl,1
2953,LuxDL/Lux.jl,1
2952,JuliaLang/Compat.jl,1
2951,MilesCranmer/Compat.jl,1
2950,Seelengrab/Supposition.jl,1
2949,gca30/DynamicExpressions.jl,1
2948,JuliaArrays/StaticArrays.jl,1
2947,andreasKroepelin/TypstJlyfish.jl,1
2946,JuliaMath/InverseFunctions.jl,1
2945,avik-pal/Wandb.jl,1
2944,fredrikekre/Literate.jl,1
2943,MilesCranmer/issue_aggregator,1
2942,shadden/celmech,1
2941,danielwe/DispatchDoctor.jl,1
2940,JuliaPy/PythonCall.jl,1
2939,julia-vscode/TestItemRunner.jl,1
2938,MilesCranmer/lagrangian_nns,1
2937,julia-vscode/julia-vscode,1
3039,rstudio/cheatsheets,1
3041,dlvhdr/gh-dash,1
3184,conda-forge/deepmd-kit-feedstock,1
3130,zeromq/zmq.rs,1
3144,meilisearch/heed,1
3143,seaweedfs/seaweedfs,1
3142,redisson/redisson,1
3141,cockroachdb/pebble,1
3140,tokio-rs/axum,1
3139,rust-rocksdb/rust-rocksdb,1
3138,datenlord/async-rdma,1
3137,datenlord/datenlord,1
3136,STEllAR-GROUP/hpx,1
3135,cksac/dataloader-rs,1
3134,Tudyx/ai-dataloader,1
3133,pnnl/lamellar-runtime,1
3132,pnnl/rofi,1
3131,oxidecomputer/omicron,1
3129,eclipse-zenoh/zenoh,1
3042,intentionally-left-nil/wall_of_thanks,1
3128,eclipse-zenoh/zenoh-python,1
3127,golang/groupcache,1
3126,apple/foundationdb,1
3125,neondatabase/neon,1
3124,EVaillant/lockfree-object-pool,1
3123,arthurprs/quick-cache,1
3121,rockset/rocksdb-cloud,1
3120,tokio-rs/console,1
3119,tikv/rust-prometheus,1
3118,prometheus/client_rust,1
3117,jon-chuang/mojo,1
3116,mojo-data/arrow.mojo,1
3115,mzaks/mojo-sort,1
3114,dmitry-salin/io_uring,1
3145,go-python/gopy,1
3146,datafusion-contrib/ray-sql,1
3147,Snapchat/KeyDB,1
3148,malloydata/malloy,1
3182,njzjz/deepmd-kit-feedstock,1
3181,regro-cf-autotick-bot/deepmd-kit-feedstock,1
3180,wanchaol/pytorch,1
3179,BowenBao/optimum,1
3178,OpenMOSS/MOSS,1
3173,BowenBao/onnxruntime-genai,1
3172,tdanyluk/stablehlo,1
3171,THUDM/AgentBench,1
3170,jon-chuang/AgentBench,1
3169,harmonic-ai/datasets,1
3168,deepseek-ai/DeepSeek-Coder-V2,1
3167,microsoft/sarathi-serve,1
3166,judofyr/spice,1
3165,Netflix/metaflow,1
3164,maitrix-org/llm-reasoners,1
3163,tonbo-io/tonbo,1
3162,containers/bubblewrap,1
3161,QwenLM/Qwen,1
3160,nipunn1313/mypy-protobuf,1
3159,sizmailov/pybind11-stubgen,1
3157,mratsim/constantine,1
3156,delta-io/delta,1
3155,apache/iceberg,1
3154,jon-chuang/vllm,1
3153,LMDB/lmdb,1
3152,onuratakan/gpt-computer-assistant,1
3151,openucx/ucx,1
3150,hashicorp/memberlist,1
3149,ibis-project/ibis-substrait,1
3113,microsoft/DeepSpeed-MII,1
3112,redis/go-redis,1
3111,asinghani/18224-s23-tapeout,1
3074,r-wasm/quarto-live,1
3072,dramanica/reticulate,1
3071,Kobzol/cargo-wizard,1
3070,openvla/openvla,1
3069,mlverse/cuda.ml,1
3068,JorisChau/rrapply,1
3067,astral-sh/rye,1
3066,RConsortium/marshalling-wg,1
3065,roscisz/TensorHive,1
3064,duckdb/community-extensions,1
3063,linebender/vello,1
3062,t-kalinowski/keras-io,1
3060,rstudio/tensorflow.rstudio.com,1
3059,CGamesPlay/sqlite3_ext,1
3058,rstudio/tfdatasets,1
3057,r-lib/rig,1
3056,r-lib/Rapp,1
3055,polyrand/rust-sqlite-ext-example,1
3054,rusqlite/rusqlite,1
3053,RcppCore/RcppArmadillo,1
3052,t-kalinowski/savvy,1
3051,phil-opp/cargo-post,1
3050,asg017/sqlite-jiff,1
3049,yutannihilation/savvy,1
3048,bikeshedder/deadpool,1
3047,dimfeld/effectum,1
3046,r-devel/recheck,1
3045,upsuper/rust-cheatsheet,1
3044,tiny-http/tiny-http,1
3043,tomaka/rouille,1
3073,t-kalinowski/deep-learning-with-R-2nd-edition-code,1
3075,It4innovations/hyperqueue,1
3110,volcengine/veScale,1
3076,greta-dev/greta,1
3108,janestreet/magic-trace,1
3107,google/JetStream,1
3106,daos-stack/daos,1
3105,dmlc/dlpack,1
3104,google/sentencepiece,1
3103,go-git/go-git,1
3102,asyncapi/server-api,1
3101,minio/minio,1
3100,hazelcast/hazelcast,1
3099,buraksezer/olric,1
3098,dragonflydb/dragonfly,1
3097,amjames/triton,1
3096,c-p-i-o/pytorch,1
3094,syed-ahmed/pytorch,1
3093,hsharsha/jax_cnn_models,1
3092,ROCm/jax,1
3090,ROCm/xla,1
3089,MarkFzp/mobile-aloha,1
3088,jennybc/regexcite,1
3087,r-lib/testthat,1
3086,t-kalinowski/posit-conf-2024,1
3085,s-u/background,1
3084,edgararuiz/chattr-python,1
3083,posit-dev/positron,1
3082,t-kalinowski/positron,1
3081,0xcaff/duckdb_protobuf,1
3080,igrek51/fpick,1
3078,zesterer/chumsky,1
3077,posit-conf-2024/pkg-dev,1
2903,GPrathap/traj_planner,1
2902,GPrathap/tinyspline_ros,1
2901,GPrathap/DecompROS,1
2709,CodingThrust/trainingcamp,1
2723,Jugsaw/Jugsaw.py,1
2722,qiyang-ustc/ContraKit,1
2721,ArrogantGao/OMEinsumContractionOrders.jl,1
2720,ArrogantGao/TreeWidthSolver.jl,1
2719,TensorBFS/OMEinsumContractionOrders.jl,1
2718,GiggleLiu/LuxorGraphPlot.jl,1
2717,ArrogantGao/TamakiTreeWidth.jl,1
2716,GiggleLiu/NiLangCore.jl,1
2715,GiggleLiu/NiLang.jl,1
2714,YidaiZhang/TensorNetworkAD2.jl,1
2713,Br0kenSmi1e/isoTNS.jl,1
2712,Phy-Ren/Variational-Monte-Carlo,1
2711,ChriPiv/tndecoder3d,1
2710,Rose-max111/logic_cooling.jl,1
2708,under-Peter/OMEinsum.jl,1
2900,GPrathap/voronoi_layer,1
2707,TensorBFS/TensorInference.jl,1
2706,nzy1997/TensorQEC.jl,1
2705,CodingThrust/SimpleTDVP.jl,1
2704,QuantumBFS/BitBasis.jl,1
2703,hz-xiaxz/FFS-julia,1
2702,QuEraComputing/GenericTensorNetworks.jl,1
2701,QuantumBFS/Yao.jl,1
2700,QuantumBFS/FLOYao.jl,1
2699,CodingThrust/NumericTrainingCamp,1
2698,JuliaTeachingCTU/Scientific-Programming-in-Julia,1
2697,Mc-Zen/quill,1
2696,QuEraComputing/UnitDiskMapping.jl,1
2695,ArrogantGao/TensorBranching.jl,1
2694,Rose-max111/QuantumAdiabaticAnnealing.jl,1
2724,Jugsaw/Jugsaw.jl,1
2725,QuEraComputing/Bloqade.jl,1
2726,GiggleLiu/Bloqade.jl,1
2727,Roger-luo/Moshi.jl,1
2760,facebook/OpenBIC,1
2759,reactjs/react.dev,1
2758,WhatsApp/erlang-language-platform,1
2757,facebook/buck2-prelude,1
2756,facebook/metro,1
2755,facebook/react-native,1
2754,facebook/buck2,1
2753,facebook/litho,1
2752,facebook/sapling,1
2751,facebook/fresco,1
2750,facebookresearch/jepa,1
2749,facebookincubator/Glean,1
2748,agisoft-llc/metashape-scripts,1
2746,google/glog,1
2745,s1ddok/mtlswift,1
2744,s1ddok/Alloy,1
2743,patrick-kidger/torchtyping,1
2742,albanD/pytorch_dev_env_setup,1
2739,szagoruyko/pytorchviz,1
2738,jxbz/modula,1
2737,Chillee/attention-gym,1
2735,SHI-Labs/NATTEN,1
2734,EnzymeAD/Reactant.jl,1
2733,QuantumBFS/YaoToEinsum.jl,1
2732,GiggleLiu/CV,1
2731,Jutho/KrylovKit.jl,1
2730,QuantumBFS/QuDiffEq.jl,1
2729,GiggleLiu/BinningAnalysis.jl,1
2728,carstenbauer/BinningAnalysis.jl,1
2693,c-allergic/2024-Summer-UGRP,1
2692,GiggleLiu/happy-binaries-website,1
2691,CodingThrust/Templates,1
2656,WaterLily-jl/WaterLily.jl,1
2653,ShiArthur03/ShiArthur03,1
2652,spiral-software/spiral-software,1
2651,dorjeduck/mostring,1
2650,tao364744553/Abaqus-DNN,1
2649,lsh/tree-sitter-mojo,1
2648,HigherOrderCO/kind,1
2647,PRUNERS/FLiT,1
2646,remigenet/TKAN,1
2645,YichengDWu/yoho,1
2644,nick8325/twee,1
2643,gaogaotiantian/viztracer,1
2642,OpenFAST/openfast_toolbox,1
2641,AntonioTepsich/Convolutional-KANs,1
2640,Benny-Nottonson/Mojo-Marathons,1
2639,Lean-zh/math-in-lean-source,1
2638,subframe7536/maple-font,1
2637,Mojo-Numerics-and-Algorithms-group/NuMojo,1
2636,soraros/mojo,1
2635,endia-org/Endia,1
2634,soraros/jax,1
2632,google-ai-edge/ai-edge-torch-sync-test,1
2631,junjiang-lab/tensorflow,1
2630,tensorflow/tflite-support,1
2629,junjiang-lab/tflite-support,1
2628,xinntao/Real-ESRGAN,1
2627,flame/blis,1
2626,huggingface/text-generation-inference,1
2625,AmberLJC/LLMSys-PaperList,1
2623,lm-sys/FastChat,1
2655,SynodicMonth/ChebyKAN,1
2657,shashankprasanna/swift-for-tensorflow,1
2690,JuliaCN/meetup-website,1
2658,blackjax-devs/blackjax,1
2689,GiggleLiu/ProblemReductions.jl,1
2688,Rose-max111/TCnotes,1
2687,pylint-dev/astroid,1
2686,jorenham/exports,1
2685,posit-dev/py-shiny,1
2684,nat-n/poethepoet,1
2683,jorenham/scipy,1
2682,shyamd/mkdocs-bibtex,1
2681,jorenham/scipy-stubs,1
2680,Tivix/django-cron,1
2679,annotated-types/annotated-types,1
2678,jorenham/basedpyright,1
2677,AThePeanut4/docify,1
2676,DetachHead/basedpyright,1
2675,jorenham/Lmo,1
2673,hauntsaninja/useful_types,1
2672,python/mypy,1
2671,infoportugal/wagtail-modeltranslation,1
2670,jorenham/typeshed,1
2669,jorenham/mainpy,1
2668,jorenham/optype,1
2667,ninoseki/vscode-mogami,1
2665,jorenham/numpy,1
2664,soraros/PyFEM,1
2663,jjcremmers/PyFEM,1
2662,Shtaiven/shockboard-zmk-config,1
2661,Shtaiven/shockboard,1
2660,tracel-ai/cubecl,1
2659,helehex/infrared,1
2761,facebook/hhvm,1
2762,facebook/flow,1
2763,facebook/mysql-5.6,1
2868,briancoutinho/param,1
2866,briancoutinho/kineto,1
2865,briancoutinho/HolisticTraceAnalysis,1
2864,lavague-ai/LaVague,1
2863,kwen2501/parallel_blocks,1
2862,kwen2501/transformers,1
2861,kwen2501/export-playground,1
2860,IvanKobzarev/FBGEMM,1
2859,IvanKobzarev/torchrec,1
2858,ashimb9/scipy,1
2857,yuanx749/scipy,1
2856,redha2404/scipy,1
2855,DerWeh/scipy,1
2854,SengerM/scipy,1
2853,Ritvik1sharma/scipy,1
2852,mdhaber/scipy_proceedings,1
2851,grlee77/scipy,1
2850,ilayn/scipy,1
2848,tupui/specs,1
2847,koko1928/scipy,1
2846,lucascolley/scipy,1
2845,m-maggi/scipy,1
2844,dschmitz89/scipy,1
2843,mdhaber/scipy,1
2842,reedwm/maxtext,1
2840,facebook/create-react-app,1
2839,facebookresearch/minimax,1
2838,facebook/facebook-ruby-business-sdk,1
2837,facebook/facebook-python-business-sdk,1
2836,facebook/docusaurus,1
2867,briancoutinho/dynolog-1,1
2869,briancoutinho/pytorch,1
2833,facebook/facebook-android-sdk,1
2870,mlcommons/chakra,1
2899,borglab/gtsam,1
2898,GPrathap/hunter_ros2,1
2897,LCAS/hunter_ros2,1
2896,GPrathap/trimble_gnss_driver_ros2,1
2895,LCAS/hunter_platform,1
2894,GPrathap/hunter_platform,1
2893,atalman/ao,1
2892,atalman/vision,1
2891,atalman/data,1
2890,atalman/benchmark,1
2889,atalman/triton,1
2888,atalman/test-infra,1
2887,atalman/builder,1
2886,atalman/pytorch,1
2885,apaszke/xla-triton,1
2884,chsigg/llvm-project,1
2883,openxla/triton,1
2882,fduwjj/pytorch,1
2881,coredns/coredns,1
2880,yongtang/motion.proto,1
2879,yongtang/motion_proto,1
2878,yongtang/io,1
2877,PickNikRobotics/topic_based_ros2_control,1
2876,yongtang/topic_based_ros2_control,1
2875,yongtang/ros_docker,1
2874,yongtang/joint_state_can_controller,1
2873,yongtang/joint_state_plugin_controller,1
2872,yongtang/joint_state_transformer,1
2871,yongtang/cspace,1
2834,facebook/facebook-ios-sdk,1
2832,WhatsApp/WhatsApp-Business-API-Setup-Scripts,1
2764,facebookincubator/antlir,1
2797,facebookincubator/reindeer,1
2795,facebookincubator/superconsole,1
2794,facebookincubator/sks,1
2793,pytorch/botorch,1
2792,facebook/openbmc,1
2791,facebookincubator/scrut,1
2790,pytorch/opacus,1
2789,facebook/folly,1
2787,facebook/infer,1
2786,facebook/fboss,1
2785,facebook/openr,1
2784,facebookincubator/fizz,1
2783,facebook/wangle,1
2782,facebookincubator/hsthrift,1
2781,facebookincubator/FCR,1
2780,facebookexperimental/edencommon,1
2779,facebook/fb303,1
2778,facebookincubator/katran,1
2777,facebookexperimental/rust-shed,1
2776,facebook/mvfst,1
2775,facebook/CacheLib,1
2774,facebookexperimental/moxygen,1
2773,facebook/watchman,1
2772,facebook/proxygen,1
2771,facebookresearch/mobile-vision,1
2769,facebookincubator/velox,1
2768,facebook/fbthrift,1
2767,facebook/redex,1
2766,facebook/flipper,1
2765,facebook/starlark-rust,1
2796,facebook/mcrouter,1
2798,facebook/fatal,1
2831,facebook/errpy,1
2799,WhatsApp/eqwalizer,1
2830,facebook/ocamlrep,1
2829,facebookresearch/vrs,1
2827,facebookresearch/pyvrs,1
2826,relayjs/relay-examples,1
2825,facebook/yoga,1
2824,facebookresearch/d2go,1
2823,facebook/fbt,1
2822,facebook/facebook-nodejs-business-sdk,1
2820,facebook/hermes,1
2819,facebookresearch/Private-ID,1
2818,facebook/ktfmt,1
2817,pytorch-labs/FACTO,1
2816,facebookresearch/AnimatedDrawings,1
2815,facebookresearch/ocean,1
2814,facebook/mariana-trench,1
2813,facebook/igl,1
2812,facebookresearch/projectaria_tools,1
2811,oculus-samples/Unity-Movement,1
2810,facebook/Ax,1
2809,facebookexperimental/xrpa,1
2808,facebook/dotslash,1
2807,facebook/relay,1
2806,facebook/pyre-check,1
2805,facebookincubator/cinderx,1
2804,facebookincubator/cinder,1
2803,facebookexperimental/reverie,1
2802,facebookincubator/Battery-Metrics,1
2801,pytorch/torcheval,1
2800,facebook/SoLoader,1
3183,deepmd-kit-recipes/libdeepmd-feedstock,1
3185,njzjz/libdeepmd-feedstock,1
3753,fatedier/frp,1
3558,WP-Autoplugin/wp-autoplugin,1
3573,caisq/SpeakFaster,1
3572,TeamGleason/SpeakFaster,1
3571,anlunx/llvm-project,1
3570,anlunx/png_to_mtx,1
3569,rwitten/HighPerfLLMs2024,1
3568,tugsbayasgalan/executorch-1,1
3567,tugsbayasgalan/pytorch,1
3566,bdhirsh/pytorch,1
3565,XiaobingSuper/vllm,1
3564,XiaobingSuper/tensorrtllm_backend,1
3563,XiaobingSuper/TensorRT-LLM,1
3562,XiaobingSuper/fused_linear_triton,1
3560,triton-inference-server/tensorrtllm_backend,1
3559,kijai/ComfyUI-LivePortraitKJ,1
3556,postgresml/korvus,1
3613,cyyever/torchvision_fuzzing,1
3555,bram2w/baserow,1
3554,PipedreamHQ/pipedream,1
3553,lorien/awesome-web-scraping,1
3552,apify/crawlee-python,1
3551,mendableai/firecrawl,1
3550,severian42/GraphRAG-Local-UI,1
3549,PrefectHQ/prefect,1
3548,cheeriojs/cheerio,1
3547,coollabsio/coolify,1
3546,ChrisTitusTech/powershell-profile,1
3545,decipher3114/Revancify,1
3544,weaviate/Verba,1
3543,wavetermdev/waveterm,1
3541,jeb5/YouTube-Subscriptions-RSS,1
3574,Reference-LAPACK/lapack,1
3576,bazelbuild/bazel-central-registry,1
3577,jan-wassenberg/SBPP,1
3578,mesonbuild/wrapdb,1
3611,cyyever/cli_tool_configs,1
3610,cyyever/onnx,1
3609,cyyever/naive_cpp_lib,1
3608,cyyever/torch_cpp_extension,1
3607,cyyever/torch_vision,1
3606,cyyever/torch_algorithm,1
3605,cyyever/distributed_graph_learning_simulator,1
3604,yunshuichanxin520/distributed_learning_simulator,1
3603,cyyever/vimfiles,1
3602,cyyever/naive_python_lib,1
3600,cyyever/torch_text,1
3599,cyyever/MedMultiAgent,1
3598,cyyever/distributed_learning_simulator,1
3597,cyyever/torch_toolbox,1
3596,cyyever/cbuild,1
3595,cyyever/distributed_learning_simulation_lib,1
3594,cyyever/cpuinfo,1
3593,cyyever/ale,1
3592,cyyever/torch_graph,1
3589,aaronenyeshi/kineto,1
3588,aaronenyeshi/pytorch,1
3587,kimishpatel/ao,1
3586,kimishpatel/executorch-1,1
3585,nschloe/tuna,1
3584,tensorflow/tensorboard,1
3583,karthink/gptel,1
3582,antoniojkim/gptel,1
3580,antoniojkim/torch-mlir,1
3579,ufownl/gemma.cpp,1
3540,damadorPL/indexing,1
3539,marekfoltanski/seo-zabijaka,1
3538,damadorPL/seo-zabijaka,1
3503,dansuh17/wedding-invitation,1
3501,Taritsyn/BundleTransformer,1
3500,akuegel/BundleTransformer,1
3499,akuegel/NUglify,1
3498,trullock/NUglify,1
3497,Future-Scholars/paperlib-community-comments-extension,1
3496,THU-MIG/RepViT,1
3495,GeoffreyChen777/TestAction,1
3492,GeoffreyChen777/hugo-theme-academic-terminal,1
3491,GeoffreyChen777/plda,1
3490,Future-Scholars/paperlib-community-metadata-collection,1
3489,GeoffreyChen777/paperlib-extension-demo-for-thequilo,1
3488,Future-Scholars/paperlib-msword-extension,1
3487,Future-Scholars/homebrew-cask-tap,1
3486,Future-Scholars/paperlib-extension-dev-env,1
3485,Future-Scholars/paperlib-entry-scrape-extension,1
3484,Future-Scholars/paperlib-ai-summary-extension,1
3483,Future-Scholars/paperlib-website,1
3482,Future-Scholars/paperlib-ai-chat-extension,1
3480,hoilc/scoop-lemon,1
3479,Future-Scholars/paperlib,1
3478,pypa/hatch,1
3477,luxedo/esb_fireplace-rust,1
3476,jgvlf/I_Was_Told_There_Would_Be_No_Math,1
3475,jgvlf/Not_Quite_Lisp,1
3474,ReactiveX/RxPY,1
