,repo_gits,repo_cntrb_counts
7860,nguemechieu/freqtrade,1
7859,ministryofjustice/analytical-platform-ollamate,1
7858,FuchengJia1996/bitsandbytes-Q4_0,1
7857,Limych/ha-iaquk,1
7856,Worldpay/Worldpay-CommerceTools-RAFT,1
7855,AntonyLeons/Ward,1
7854,immll/sing-geoip,1
7853,chadsr/marktplaats-scraper,1
7852,JoshuaKGoldberg/refined-saved-replies,1
7851,andrewtsun25/djin-next,1
7850,D3ller/Portfolio,1
7849,airmonitor/cdk-opinionated-constructs,1
7847,cmahnke/data-containers,1
7832,remarkablemark/paccurate,1
7846,Dream-Target/polaris,1
7845,opengovsg/isomer,1
7844,CargoSense/rubocop-cargosense,1
7843,DariuszPorowski/mkdocs-file-filter-plugin,1
7842,enonic/starter-ts,1
7841,rmb938/kubeadm-backup,1
7840,Snailedlt/Markdown-Videos,1
7839,crust-gather/crust-gather,1
7838,libranet/libranet-quantum,1
7837,sanger/sm_workflow_lims,1
7836,perjahn/opentofu,1
7835,oslokommune/oslonokkelen-keychain-push,1
7834,jpmorganchase/mosaic,1
7833,alexperez52/opentelemetry-collector-contrib,1
7798,Gerg-L/spicetify-nix,1
7797,SupreethKunder/GenAI-RAG-Text-Explorer,1
7796,tchobello1970/kasa,1
7747,Lance-87/lance-2024,1
7761,akornatskyy/check-compiler-js,1
7760,lxl66566/git-simple-encrypt,1
7759,lasuillard/locust-plugins-example,1
7758,kentaro19781123/tsumetoashito,1
7757,metagogs/gogs,1
7756,kniffen/TruckSim-Telemetry,1
7755,AlexanderEllis/envoy,1
7754,havardAasen/BrewPiLess,1
7753,andrewphan865/eShopOnWeb,1
7752,deploymenttheory/terraform-provider-microsoft365,1
7751,LokoGod/ecom-demo,1
7750,DLRSP/workflows,1
7749,lasuillard/serverless-python-examples,1
7748,jupe/home-assistant,1
7746,namelivia/dataclass-map-and-log,1
7795,postfinance/kubenurse,1
7745,iobroker-community-adapters/ioBroker.hmip,1
7744,nekofar/action-usage-guard,1
7743,aperim/unbound,1
7742,KartanHQ/intellij-slim,1
7741,giujae/giujae.github.io,1
7740,woylie/ebb,1
7739,ADO-Asana-Sync/sync-engine,1
7738,wangfakang/envoy,1
7737,kaodian/blog,1
7736,JCamiloRiveraP/onix-billetera,1
7735,johannesjahn/chat-api,1
7734,magnuswatn/sertifikatsok,1
7733,shlinkio/shlink-web-client,1
7732,nftchance/plug-app,1
7762,chrisgleissner/loom-webflux-benchmarks,1
7763,himanshu8443/hayasaka,1
7764,sdinsure/agent,1
7765,DivineRapierH/ml-middleware,1
7794,bizon/selling-partner-api-sdk,1
7793,companieshouse/physical-media-backup-terraform,1
7792,ocean-perception/oplab_pipeline,1
7791,ArcticLampyrid/action-wait-for-workflow,1
7790,lahiru1115/Railway-Management-System,1
7789,stasiu20/ssorder,1
7788,alecrem/almanac-remix,1
7787,flex-development/unist-util-parsec,1
7786,Smalls1652/SmallsOnline.VSCode.Configurator,1
7785,artsy/dev-help-helper-bot,1
7784,acrolinx/app-sdk-js,1
7783,Tarocch1/file-admin,1
7782,containers/podman-desktop,1
7781,Swastik2442/swastik2442.github.io,1
7780,DivineRapierH/lifan-astro-paper,1
7779,nexryai/NewsBoard,1
7778,DivineRapierH/gallery.huanglifan.com,1
7777,shlinkio/shlink.io,1
7776,douhjs/douh,1
7775,appium/python-client,1
7774,shlinkio/shlink-api-spec-ui,1
7773,DivineRapierH/simple-file-server,1
7772,DivineRapierH/iParking-App,1
7771,namelivia/vue-components,1
7770,NhoetKyaiteKaungLayy/ZenakuXMusic,1
7769,TrestleAdmin/trestle-tinymce,1
7768,didx-xyz/aries-cloudapi-python,1
7767,fabieu/sureflap-api,1
7766,dannil/scb-java-client,1
7863,jonasehrlich/ek-scraper,1
7865,gary-kaufman/wishlist-with-friends,1
7730,kei-g/priority-queue,1
7949,marcoroth/gem.sh,1
7963,Malong555/https-t.me-Kittykidbot,1
7962,Penguinlay/fork-lowlighter-metrics,1
7961,mutoe/vue3-realworld-example-app,1
7960,RobinLinde/EqualStreetNamesLanding,1
7959,Talljack/react-starter,1
7958,samiwarraich/bookit,1
7957,trusona/trusona-server-sdk-java,1
7956,ecosyste-ms/advisories,1
7955,thomasleplus/google-apps-scripts,1
7954,Fulastiklassen/Baamshop,1
7953,sws2apps/jw-epub-parser,1
7952,ClearcodeHQ/pytest-mysql,1
7951,apache/shiro,1
7950,aesirxio/sso,1
7948,the-blue-alliance/the-blue-alliance,1
7965,jameshnsears/QuoteUnquote.utilsLib,1
7947,rm-hull/zaup2,1
7946,LeMyst/terragrunt,1
7945,LeSuisse/alpacas.cloud,1
7944,raratiru/django-devapp,1
7943,Mdr-C-Tutorial/C-IDE,1
7942,xicri/genshin-langdata,1
7941,davidrunger/simple_cov-formatter-terminal,1
7940,H3c-t0r/dojo,1
7939,dbelob/twitter-emulation,1
7938,badfalcon/backlog,1
7937,anyacarmy/anyacarmy.github.io,1
7936,phonero/lime-js,1
7935,bojieyang/indexnow-action,1
7934,hasithsen/biopage,1
7964,solaris0051/canvasESMeducated,1
7966,samiwarraich/shopit,1
7866,betagouv/mon-suivi-justice,1
7983,tuokri/github-readme-stats-cache,1
7997,trade-tariff/trade-tariff-testing,1
7996,aluzzardi/dagger,1
7995,ml-opensource/android-mosaic,1
7994,ronikdhaduk/flutter-SDK,1
7993,LukasOlivier/portfolio-v2,1
7992,HSLotus/electron-vite-demo,1
7991,netology-code/andad-code,1
7990,janhesters/french-house-stack,1
7989,free-ignorance/shrewd,1
7988,sws2apps/sws2apps-api,1
7987,notional-labs/cosmos-sdk,1
7986,XTLS/Xray-core,1
7985,stjordanis/cilium,1
7984,pglombardo/PasswordPusher,1
7982,RailwayStations/RSAndroidApp,1
7967,percona/pmm,1
7981,liweiyi88/onedump,1
7980,jzero-io/jzero,1
7979,Cosmo-Tech/cosmotech-api-common,1
7978,NaokiMori076/Web-Seach-Engine,1
7977,netology-code/and2-code,1
7976,RomiconEZ/CustomerBot,1
7975,9avgDevelopment/TelegramBot,1
7974,ee7/exercism-python,1
7973,DFE-Digital/apply-for-teacher-training,1
7972,SunsetMkt/openpilot,1
7971,davidhutchens/testProject,1
7970,nphamvn/todo,1
7969,jhipster/generator-jhipster,1
7968,kubernetes-sigs/promo-tools,1
7933,DanielRamosAcosta/storybook-testing,1
7932,SimonIT/binaryMaple,1
7931,containers/podman-desktop-extension-ai-lab-playground-images,1
7882,bavix/gripmock-ui,1
7896,kyma-project/api-gateway,1
7895,sinfin/folio,1
7894,exo-lang/exo,1
7893,stripe-samples/checkout-single-subscription,1
7892,dependency-check/dependency-check-sonar-plugin,1
7891,mongodb/mongodb-atlas-kubernetes,1
7890,ministryofjustice/hmpps-probation-integration-services,1
7889,awslabs/aws-codeseeder,1
7888,nginxinc/nginx-ingress-helm-operator,1
7887,Cai-Lab-at-University-of-Michigan/pySISF,1
7886,andriusluk/experimentum,1
7885,CDCgov/prime-reportstream,1
7884,Open-Earth-Foundation/OpenClimate,1
7883,Shopify/shopify-app-js,1
7881,RyanSelesnik/jubilant-happiness,1
7930,typeddjango/django-stubs,1
7880,steffenskov/SegregatedStorage,1
7879,ronazst/setup-cncf-sops,1
7878,langsamu/GraphEngine,1
7877,ieasybooks/baheth-ss,1
7876,SciCatProject/scicat-backend-next,1
7875,mjeanroy/exiftool,1
7874,mozilla-services/telescope,1
7873,gconcepcion/wagzai,1
7872,aserowy/yeet,1
7871,lune-climate/lune-docs,1
7870,apache/ignite-3,1
7869,ruromero/gateway-operator,1
7868,Tushar-ArmorCode/django-DefectDojo,1
7867,dbhinton/hunts-photo-app,1
7897,commercetools/connect-product-export-template,1
7898,epam/edp-ddm-redash-chart,1
7899,nicholas-l/advent-of-code-2022,1
7900,Alfresco/hxinsight-connector,1
7929,ironcore-dev/ironcore-image,1
7928,Vikku1343/IshquiMusix,1
7927,UCMercedACM/Chapter-Website,1
7926,willtheorangeguy/Nginx-File-Directory,1
7925,gitautoai/gitauto,1
7924,Mu-L/argo-events,1
7923,swagger-api/apidom,1
7922,walterjobs/RSSHub,1
7921,cycjimmy/hello-vue-lib,1
7920,yusefmosiah/choir-scales,1
7919,newfold-labs/wp-plugin-web,1
7918,mmoskal/llguidance-wasm,1
7917,toasterparty/randovania,1
7916,ChenFanTony/ceph,1
7915,kolonialno/django-api-decorator,1
7914,thangved/procon2023-docs,1
7913,wemake-services/dotenv-linter,1
7912,Iann-rst/GymPass-backend,1
7911,climatepolicyradar/azure-pdf-parser,1
7910,NexusMutual/smart-contracts,1
7909,ouhammmourachid/django-quick-start,1
7908,wemake-services/wemake-django-template,1
7907,davidrunger/runger_release_assistant,1
7906,wemake-services/wemake-python-styleguide,1
7905,SonicCloudOrg/sonic-driver-core,1
7904,jesperancinha/radioactive-narwhals-shop,1
7903,Silzhar/upgrade_bootcamp,1
7902,timmo001/workflows,1
7901,OpenRailAssociation/osrd,1
7731,uccser/cs-unplugged,1
7729,joshklop/monomer-cosmos-sdk,1
7458,chipsalliance/rocket-chip,1
7542,TylerJaacks/XBONEmu,1
7556,futo-org/android-keyboard,1
7555,rose-pine/rose-pine-theme,1
7554,outfoxxed/quickshell,1
7553,RSDKModding/RSDKv5-Decompilation,1
7552,hrkfdn/ncspot,1
7551,pop-os/cosmic-store,1
7550,pop-os/cosmic-settings,1
7549,USBToolBox/tool,1
7548,ShiftHackZ/Stable-Diffusion-Android,1
7547,pop-os/cosmic-reader,1
7546,SysRay/psOff_public,1
7545,nonetrix/nixpkgs,1
7544,catppuccin/cursors,1
7543,mutantstandard/build,1
7541,dingusdev/dingusppc,1
7558,vinceliuice/Colloid-gtk-theme,1
7540,N64Recomp/N64Recomp,1
7539,ares-emulator/ares,1
7538,microsoft/fluentui-emoji,1
7537,sonicdcer/sf64,1
7536,pmret/papermario,1
7535,PolyMC/PolyMC,1
7534,H3rmt/hyprswitch,1
7533,NixOS/nix,1
7532,breezy-weather/breezy-weather,1
7531,hyprwm/RFCs,1
7530,nonetrix/test,1
7529,nwg-piotr/azote,1
7528,nonetrix/hello-world,1
7527,kevinjycui/hello-world,1
7557,MrVivekRajan/Hypr-Dots,1
7559,codelif/hyprnotify,1
7593,clementine-player/Android-Remote,1
7577,fufexan/ashell,1
7591,dvorapa/true-bitrate,1
7590,amix/vimrc,1
7589,FrankwaP/mixxx-utils,1
7588,mikex86/LibreCuda,1
7587,aristocratos/btop,1
7586,versotile-org/verso,1
7585,Akegarasu/sd-webui-model-converter,1
7584,viti95/FastDoom,1
7583,leejet/stable-diffusion.cpp,1
7582,exo-explore/exo,1
7581,nicekoishi/dotfiles,1
7580,pop-os/cosmic-comp,1
7579,pop-os/libcosmic,1
7578,zen-browser/desktop,1
7576,shawns-valve/halflife,1
7560,decaycs/decay-terms,1
7575,HansKristian-Work/vkd3d-proton,1
7574,MalpenZibo/ashell,1
7573,zakk4223/hyprland-easymotion,1
7572,Vanilla-OS/live-iso,1
7571,MCRcortex/voxy,1
7570,hyprwm/hypridle,1
7569,RPCS3/rpcs3,1
7568,1rgs/jsonformer,1
7567,System64fumo/sysmenu,1
7566,VirtCode/hypr-dynamic-cursors,1
7565,LuisYeah1234-hub/NativeLinux,1
7563,duolicious/duolicious-backend,1
7562,TheRiceCold/kaizen,1
7561,ublue-os/main,1
7526,hyprwm/hyprlang,1
7525,nonetrix/nationalsecurityagency.github.io,1
7524,NationalSecurityAgency/nationalsecurityagency.github.io,1
7474,cloudfoundry/app-autoscaler-release,1
7488,clee2000/pytorch,1
7487,open-telemetry/opentelemetry-php,1
7486,kubernetes-sigs/metrics-server,1
7485,openfga/js-sdk,1
7484,grpc/grpc-swift,1
7483,finos/htc-grid,1
7482,kubernetes-sigs/aws-fsx-csi-driver,1
7481,prestodb/prestodb.github.io,1
7480,cloudfoundry/docs-bosh,1
7479,cloudfoundry/app-autoscaler-cli-plugin,1
7478,cloudfoundry/docs-buildpacks,1
7477,kubernetes-sigs/cluster-api-ipam-provider-in-cluster,1
7476,marko-js/examples,1
7475,kubernetes/node-problem-detector,1
7473,finos/SymphonyElectron,1
7523,nonetrix/nonetrix,1
7472,OSGP/open-smart-grid-platform,1
7471,kubernetes/dashboard,1
7470,kubernetes-sigs/nfs-subdir-external-provisioner,1
7469,margo/specification,1
7468,AcademySoftwareFoundation/openexr,1
7467,kubernetes-sigs/aws-ebs-csi-driver,1
7466,webpack-contrib/stylus-loader,1
7465,cloud-custodian/cel-python,1
7464,open-telemetry/opentelemetry-swift,1
7463,webpack-contrib/mini-css-extract-plugin,1
7462,open-telemetry/opentelemetry-go-instrumentation,1
7461,paketo-buildpacks/php-dist,1
7460,kubernetes/cloud-provider-alibaba-cloud,1
7459,webpack-contrib/sass-loader,1
7489,clee2000/llm-target-determinator,1
7490,r-devulap/onnxruntime,1
7491,r-devulap/numpy,1
7492,r-devulap/x86-simd-sort,1
7522,MatthewCroughan/NixThePlanet,1
7521,ValveSoftware/gamescope,1
7520,KZDKM/Hyprspace,1
7519,Wilyicaro/Legacy-Minecraft,1
7518,xenia-project/xenia,1
7517,ventoy/Ventoy,1
7516,decaycs/decaycs,1
7515,nonetrix/rofi,1
7514,openrecall/openrecall,1
7513,89luca89/distrobox,1
7512,nix-community/home-manager,1
7511,catppuccin/rofi,1
7510,fastfetch-cli/fastfetch,1
7509,hyprwm/aquamarine,1
7508,lxqt/lxqt-policykit,1
7507,lyogavin/Anima,1
7506,shezdy/hyprsplit,1
7505,Aylur/ags,1
7504,Inori/GPCS4,1
7503,minecraft-linux/mcpelauncher-manifest,1
7502,nonetrix/hyprland-wiki,1
7501,hyprwm/hyprland-wiki,1
7500,nonetrix/nixdots,1
7499,hyprwm/hyprwayland-scanner,1
7498,akinsho/toggleterm.nvim,1
7497,romgrk/barbar.nvim,1
7495,intel/PerfSpect,1
7494,sterrettm2/x86-simd-sort,1
7493,intel/x86-simd-sort,1
7592,mixxxdj/mixxx,1
7594,reservoirpy/reservoirpy,1
7728,itachi1706/SingBuses,1
7679,krishnamanchikalapudi/examples.java,1
7693,fengkx/NodeRSSBot,1
7692,foxypool/downloads,1
7691,hmcts/ia-aip-frontend,1
7690,ajosephau/django_coding_challenge,1
7689,PenKaTur-360/penkatur-core,1
7688,storyblok/richtext,1
7687,ory/keto,1
7686,haxorof/docker-ansible,1
7685,kubernetes-sigs/bom,1
7684,frasermolyneux/portal-repository-func,1
7683,qweeah/setup-oras,1
7682,raviqqe/pomodoro,1
7681,JonasAlfredsson/docker-devpi,1
7680,stefanhk31/personal_blog_flutter,1
7678,StateFarmIns/terratest-helpers,1
7695,Diapolo10/python-rust-template,1
7677,IgKniteDev/IgKnite,1
7676,korbinzhao/chrome-extension-performance,1
7675,manhunto/webhooks-rs,1
7674,alexandrainst/caring,1
7673,Orisakwe-Nwokocha/Alexandria-Library-Management-System,1
7672,datacosmos-br/warpgate,1
7671,caffco/s3-glob-sync-github-action,1
7670,cf-toolsuite/cf-hoover,1
7669,jhmartin/aws-kms-ruby-encrypt-decrypt-example,1
7668,paketo-buildpacks/go,1
7667,kcl-lang/flux-kcl-controller,1
7666,sanjacob/CURPSuite,1
7665,Battle-Cattle/BCUK-Bot-3,1
7664,guardian/support-service-lambdas,1
7694,alex/ex-post-progress,1
7696,PasLoin/coopcycle-web,1
7595,FrankwaP/mixxx-manual,1
7713,fitbeard/awx-without-k8s,1
7727,duandaxei/hosts,1
7726,alxmrs/beam,1
7725,tsteward/link-five,1
7724,joaoportela/CircularBuffer-CSharp,1
7723,govpf/docker-bitwarden-cli,1
7722,byteark/byteark-player-react,1
7721,fragaLY/performance-researches,1
7720,RaphaelBronsveld/raphaelbronsveld.com,1
7719,collerek/ormar,1
7718,Mu-L/beam,1
7717,leonitousconforti/the-wireguard-effect,1
7716,coffeebeats/gdenv,1
7715,PhoenixRedflash/k0s,1
7714,pepperize/cdk-eks,1
7712,peaky76/handykapp-etl,1
7697,G07cha/pomodoro,1
7711,alphagov/locations-api,1
7710,maolin-sen/cri-o,1
7709,gitu/wait-for,1
7708,aarnphm/sites,1
7707,codepod-x/md-image-tool,1
7706,gokcehan/lf,1
7705,AJMS1118/express-ts-docker,1
7704,faizansana/docker-build-workflow,1
7703,testtheboring/eShopOnWeb,1
7702,nmerget/commentss,1
7701,neuro-inc/platform-registry-api,1
7700,SafetyCulture/safetyculture-exporter,1
7699,felixicaza/astro-templates,1
7698,Derfirm/pornhub-api,1
7663,KittyCAD/kcl-lsp,1
7662,AstraZeneca/jazzy,1
7661,npm/query,1
7611,UFO-101/TransformerLens,1
7626,FunkyMuse/KAHelpers,1
7625,VerifyTests/Verify.WinForms,1
7624,grafana/clickhouse-datasource,1
7623,aversini/mylogin-ui,1
7622,palewire/palewi.re,1
7621,ekowidianto/coursemology2,1
7620,miniBill/nuplot,1
7619,Romaixn/folio,1
7618,dbelob/react-application-deployment,1
7617,ThatOpen/engine_web-ifc,1
7616,ChrisCarini/shodan-exposure-box,1
7615,miniBill/new-eleusis,1
7614,miniBill/toki-pona-ruby,1
7613,ultrinnan/PipBoy,1
7610,UFO-101/DevelopmentSetup,1
7660,langfuse/langfuse-js,1
7609,UFO-101/tqdm,1
7608,tqdm/tqdm,1
7607,UFO-101/tracr,1
7606,google-deepmind/tracr,1
7605,UFO-101/PIG,1
7604,TransformerLensOrg/TransformerLens,1
7603,UFO-101/pauseai,1
7602,UFO-101/shards,1
7601,UFO-101/auto-circuit,1
7600,UFO-101/EmbeddingLens,1
7599,LukeBoyer/llvm-project,1
7598,organicmaps/organicmaps,1
7597,FrankwaP/mixxx,1
7596,mixxxdj/manual,1
7627,craigmulligan/js-fire,1
7628,sephiroth-j/spring-security-ltpa2-core,1
7629,xuxiaowei-com-cn/spring-boot-starter-dingtalk,1
7630,stiks/gobs,1
7659,bashaus/bashkim-com,1
7658,cre8tion/nNFT-UI,1
7657,solana-labs/solana-program-library,1
7656,miyamo2/dynmgrm,1
7655,dokku/dokku,1
7654,ministryofjustice/correspondence_tool_staff,1
7653,tooniez/typescript-action,1
7652,acquia/drupal-recommended-project,1
7651,gold-coding/polkadot-sdk-template,1
7650,canvas-medical/fhirstarter,1
7649,fityannugroho/nestjs-fastify-boilerplate,1
7648,kaka-ng/nodejs,1
7647,simonw/simonwillisonblog,1
7646,goinvo/staffplan_redux,1
7645,nbbrd/java-sql-util,1
7644,hanfeng-chai/demo,1
7643,silvaalbert/terraform-provider-aws,1
7642,locallhostcl/meshssh,1
7641,miniBill/elm-avataaars,1
7640,Roberto032/backend,1
7639,paulcacheux/GameboyEmulator,1
7638,AndrewLane/ssh-keygen2,1
7637,echo094/decode-js,1
7636,ministryofjustice/observability-platform-grafana-api-key-rotator,1
7635,binden-js/node-npm-template,1
7634,citizensadvice/energy-comparison-table,1
7633,jacekodolecki/eShopOnWeb,1
7632,andrewdavidmackenzie/pigg,1
7631,Pyromagne/God-Eater-wiki-bot,1
4863,carol-frazao/carol-frazao,1
4555,buptzyb/xla,1
4861,SyniRon/SyniRon,1
1821,GleasonK/torch_xla,1
1835,Thriftpy/thriftpy2,1
1834,rlratzel/SciPy2024,1
1833,seunghwak/cugraph,1
1832,alexbarghi-nv/cugraph,1
1831,rlratzel/networkx,1
1830,raybellwaves/cugraph,1
1829,jnke2016/cugraph,1
1828,rlratzel/scientific-python.org,1
1827,rlratzel/cugraph,1
1826,nv-rliu/cugraph,1
1825,rapidsai/multi-gpu-tools,1
1824,NVIDIA/TensorRT-Incubator,1
1823,kasper0406/stablehlo-coreml,1
1822,GleasonK/llvm-project,1
1820,GleasonK/stablehlo,1
1881,msaroufim/mynotes,1
1819,Wren6991/Hazard3,1
1818,Randl/documentation,1
1817,armbian/documentation,1
1816,RyersonMultimediaLab/DynaSeg,1
1815,armbian/build,1
1814,Randl/build,1
1813,OpenXiangShan/XiangShan,1
1812,mathis-s/SoomRV,1
1810,LyoSU/quote-bot,1
1809,pygments/pygments,1
1808,Randl/optimistix,1
1807,Randl/pygments,1
1806,matteoacrossi/texprlcount,1
1805,Randl/daughter-states-half-filling,1
1836,rlratzel/scipy_proceedings,1
1838,neuraloperator/neuraloperator,1
1839,KhronosGroup/Vulkan-Samples,1
1841,wandb/wandb,1
1876,xl0/lovely-tensors,1
1874,msaroufim/serve,1
1873,msaroufim/tinyoptimizer,1
1872,LucasChollet/tflite-micro,1
1871,asraa/tflite-micro,1
1870,DanieleParravicini-Synthara/tflite-micro,1
1869,iabdalkader/tflite-micro,1
1868,rkuester/tflite-micro,1
1866,cad-audio/tflite-micro,1
1865,vnileshdaiict/tflite-micro,1
1863,rascani/tflite-micro,1
1862,ngoldbaum/pythoncapi-compat,1
1859,indygreg/python-zstandard,1
1858,danhhz/cargo-stress,1
1857,rust-lang/cargo,1
1856,gevent/gevent,1
1855,ngoldbaum/scipy_proceedings,1
1854,ngoldbaum/archive,1
1853,inakleinbottle/numpy,1
1852,ngoldbaum/meson,1
1851,ngoldbaum/numpy-user-dtypes,1
1850,ngoldbaum/pyo3,1
1849,ngoldbaum/f2py-test,1
1848,ngoldbaum/pyo3-dict-test,1
1847,ngoldbaum/cibuildwheel,1
1846,ngoldbaum/free-threaded-compatibility,1
1845,grackle-project/grackle,1
1844,ngoldbaum/numpy,1
1843,lmcinnes/umap,1
1804,Randl/randl.github.io,1
1803,nuprl/MultiPL-E,1
1802,anyonwiki/anyonwiki.github.io,1
1765,conda-forge-admin/conda-forge-ci-setup-feedstock,1
1761,dopplershift/matplotlib-feedstock,1
1757,jakirkham/dask-cuda,1
1756,pymc-devs/pytensor,1
1753,conda-forge-admin/ucx-split-feedstock,1
1752,jakirkham/conda-forge-docker-images,1
1750,conda-forge/rdkit-feedstock,1
1749,conda-forge-admin/umap-learn-feedstock,1
1748,conda-forge/pot-feedstock,1
1747,mlpack/mlpack,1
1746,conda-forge/umap-learn-feedstock,1
1745,jakirkham-feedstocks/conda-forge-pinning-feedstock,1
1744,conda-forge/erlang-feedstock,1
1743,jakirkham/cudf,1
1742,scopetools/cudadecon,1
1740,conda-forge/spyder-feedstock,1
1739,conda-forge/momentum-feedstock,1
1738,conda-forge/cargo-make-feedstock,1
1737,conda-forge/ezgmail-feedstock,1
1736,conda-forge/deepgram-sdk-feedstock,1
1735,conda-forge/cantok-feedstock,1
1734,conda-forge/r-cobalt-feedstock,1
1733,conda-forge/prefect-feedstock,1
1732,conda-forge/dagster-feedstock,1
1731,conda-forge/cudadecon-feedstock,1
1730,conda-forge/pypdfform-feedstock,1
1729,conda-forge/smesh-feedstock,1
1728,conda-forge/jupyterlab-feedstock,1
1727,conda-forge/arraykit-feedstock,1
1726,conda-forge/gpstime-feedstock,1
1762,jakirkham-feedstocks/miktex-feedstock,1
1766,conda-forge/zig-feedstock,1
1801,github-linguist/linguist,1
1767,conda-forge/curl-feedstock,1
1800,patrick-kidger/optimistix,1
1799,Tapall-AI/MeViS_Track_Solution_2024,1
1798,Qiskit/qiskit-aer,1
1797,Randl/lineax,1
1796,Randl/langchain,1
1795,langchain-ai/langchain,1
1794,patrick-kidger/lineax,1
1793,patrick-kidger/diffrax,1
1792,Randl/qiskit-terra,1
1791,Randl/diffrax,1
1788,rapidsai/jupyterlab-nvdashboard,1
1786,grlee77/cucim,1
1785,jakirkham/ucx-py,1
1784,jakirkham/cuvs,1
1783,conda-forge/mapclassify-feedstock,1
1782,regro-cf-autotick-bot/pytorch_cluster-feedstock,1
1781,conda-forge/pytorch_cluster-feedstock,1
1780,conda-forge/tsnecuda-feedstock,1
1779,regro-cf-autotick-bot/torch-scatter-feedstock,1
1778,dask/community,1
1777,conda-forge/theseus-ai-feedstock,1
1776,conda-forge/sinabs-exodus-feedstock,1
1775,conda-forge/torch-scatter-feedstock,1
1774,conda-forge/qsimcirq-feedstock,1
1773,conda-forge/mandrake-feedstock,1
1772,conda-forge/pp-sketchlib-feedstock,1
1771,conda-forge-admin/cyrsoxs-feedstock,1
1770,conda-forge/cyrsoxs-feedstock,1
1768,jakirkham-feedstocks/matplotlib-feedstock,1
1880,openai/human-eval,1
1885,neuralmagic/compressed-tensors,1
1723,conda-forge/pynini-feedstock,1
1985,manid2/lone-wolf-theme,1
2001,rkuo2000/RPi5-projects,1
2000,rkuo2000/rkuo2000.github.io,1
1999,AarohiSingla/Object-Detection-Android-App,1
1998,rkuo2000/tf,1
1997,ambiot/ambpro2_arduino,1
1996,rkuo2000/Robotics,1
1995,rkuo2000/yolov7,1
1994,AUTOMATIC1111/stable-diffusion-webui,1
1993,Mikubill/sd-webui-controlnet,1
1991,RVC-Boss/GPT-SoVITS,1
1990,adafruit/Adafruit_NeoPixel,1
1988,rkuo2000/cv2,1
1987,mmistakes/minimal-mistakes,1
1986,chetanverma16/react-portfolio-template,1
1984,wowthemesnet/mediumish-theme-jekyll,1
1886,NilsIrl/dockerc,1
1983,jeffreytse/jekyll-theme-yat,1
1982,rkuo2000/mediumish-theme-jekyll,1
1981,rkuo2000/chatgpt-intro-course,1
1980,rkuo2000/EdgeAI-course,1
1979,rkuo2000/Arduino,1
1978,rkuo2000/portable-ChatGPT,1
1977,rkuo2000/GenAI,1
1976,rkuo2000/EdgeAI-MCU,1
1975,rkuo2000/AI-course,1
1974,rkuo2000/GenAI-projects,1
1973,freedomtan/ProfilingMobilenetV4,1
1972,freedomtan/profiling_models_in_remote_aar,1
1971,mlcommons/mobile_open,1
1970,freedomtan/ai-edge-torch,1
2002,rkuo2000/RPi5-project,1
2003,saifhassan/Wav2Lip-HD,1
2004,s0md3v/roop,1
2006,DataDropp/OllamaDroid,1
2037,melissawm/napari.github.io,1
2036,napari/napari.github.io,1
2035,melissawm/sphinx-tags,1
2034,acquire-project/acquire-docs,1
2033,melissawm/acquire-python,1
2032,acquire-project/acquire-python,1
2031,melissawm/acquire-docs,1
2030,contributor-experience/handbook,1
2029,napari/docs,1
2028,melissawm/csp,1
2027,melissawm/numpy,1
2026,melissawm/scipy,1
2025,bchetioui/llvm-project,1
2024,GEOS-ESM/MAPL,1
2023,GEOS-ESM/GEOSchem_GridComp,1
2022,yousseb/meld,1
2021,GEOS-ESM/GOCART,1
2020,AgilentGCMS/ssim-ghg-2024,1
2018,desertfire/benchmark,1
2017,desertfire/torchchat,1
2016,desertfire/test-infra,1
2015,desertfire/pytorch,1
2014,wei/pull,1
2013,wschin/vllm,1
2012,NVIDIA/DeepLearningExamples,1
2011,cjlin1/libmf,1
2010,xadupre/onnxruntime-extensions,1
2008,rkuo2000/GenAI-for-Stocks,1
2007,rkuo2000/GenAI-for-Shops,1
1969,scalable-analyses/sme,1
1968,freedomtan/sme,1
1967,freedomtan/keras_cv_stable_diffusion_to_tflite,1
1925,QwenLM/Qwen2-VL,1
1922,VikParuchuri/surya,1
1921,QwenLM/Qwen1.5,1
1920,overleaf/overleaf,1
1919,google-deepmind/sonnet,1
1918,edwardyehuang/iSeg,1
1917,InternLM/InternLM-XComposer,1
1916,xlang-ai/OSWorld,1
1914,bytedance/coconut_cvpr2024,1
1913,devzhk/Pytorch-linalg,1
1911,lezcano/triton,1
1910,lezcano/geotorch,1
1909,alexzhang13/Triton-Puzzles-Solutions,1
1906,Bruce-Lee-LY/cuda_hgemv,1
1905,google/gemmlowp,1
1903,Bruce-Lee-LY/cuda_hgemm,1
1901,cuda-mode/resource-stream,1
1900,aredden/flux-fp8-api,1
1899,crcrpar/ao,1
1898,jbreckmckye/notris,1
1896,nvbn/thefuck,1
1895,apaz-cli/Scripts,1
1894,ibraheemdev/modern-unix,1
1893,mobiusml/gemlite,1
1892,MDK8888/vllmini,1
1891,IST-DASLab/Sparse-Marlin,1
1890,llm-efficiency-challenge/llm-efficiency-challenge.github.io,1
1889,HackerCupAI/hackercupai.github.io,1
1888,uwplse/verdi,1
1887,AnswerDotAI/cold-compress,1
1924,tencent-ailab/hok_env,1
